domain,source_id,system_id,display_name,family,model_key,base_engine_normalized,classification,is_oss,reasoning,base_model,teacher,lineage,n_tasks,score_all_available_tasks
repo_bugfix_system_verified,swe_verified,20250118_codeshellagent_gemini_2.0_flash_experimental,CodeShellAgent + Gemini 2.0 Flash (Experimental) [20250118_codeshellagent_gemini_2.0_flash_experimental],codeshellagent,gemini-2.0-flash-exp,gemini-2-0-flash-exp,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.442
repo_bugfix_system_verified,swe_verified,20250804_codesweep_sweagent_kimi_k2_instruct,CodeSweep - SWE-agent - Kimi K2 Instruct [20250804_codesweep_sweagent_kimi_k2_instruct],swe-agent,kimi-k2-instruct,moonshot/kimi-k2,oss,True,all tagged models are OSS/open-weights,Kimi K2,none,base=Kimi K2; teacher=none; Moonshot Kimi K2 open-weights MoE,500,0.534
repo_bugfix_system_verified,swe_verified,20250629_deepswerl_r2eagent_tts,DeepSWE-Preview + TTS(Bo16) [20250629_deepswerl_r2eagent_tts],deepswe,https://huggingface.co/agentica-org/DeepSWE-Preview,https-huggingface-co-agentica-org-deepswe-preview,oss,True,all tagged models are OSS/open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.588
repo_bugfix_system_verified,swe_verified,20250629_deepswerl_r2eagent,DeepSWE-Preview [20250629_deepswerl_r2eagent],deepswe,https://huggingface.co/agentica-org/DeepSWE-Preview,https-huggingface-co-agentica-org-deepswe-preview,oss,True,all tagged models are OSS/open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.422
repo_bugfix_system_verified,swe_verified,20250228_epam-ai-run-claude-3-5-sonnet,EPAM AI/Run Developer Agent v20250219 + Anthopic Claude 3.5 Sonnet [20250228_epam-ai-run-claude-3-5-sonnet],epam-ai-run,claude-3-5-sonnet-20241022,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.628
repo_bugfix_system_verified,swe_verified,20250804_epam-ai-run-claude-4-sonnet,EPAM AI/Run Developer Agent v20250719 + Claude 4 Sonnet [20250804_epam-ai-run-claude-4-sonnet],epam-ai-run,claude-sonnet-4-20250514,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.768
repo_bugfix_system_verified,swe_verified,20250901_entroPO_R2E_QwenCoder30BA3B,EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B],entropo,Qwen3-Coder-30B-A3B-Instruct,qwen/qwen3-coder,oss,True,all tagged models are OSS/open-weights,Qwen3-Coder,none,base=Qwen3-Coder; teacher=none; Qwen3-Coder open-weights family,500,0.522
repo_bugfix_system_verified,swe_verified,20250901_entroPO_R2E_QwenCoder30BA3B_tts,EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct [20250901_entroPO_R2E_QwenCoder30BA3B_tts],entropo,Qwen3-Coder-30B-A3B-Instruct,qwen/qwen3-coder,oss,True,all tagged models are OSS/open-weights,Qwen3-Coder,none,base=Qwen3-Coder; teacher=none; Qwen3-Coder open-weights family,500,0.604
repo_bugfix_system_verified,swe_verified,20251110_frogboss-32b,FrogBoss-32B-2510 [20251110_frogboss-32b],frogboss,FrogBoss-32B-2510,frogboss-32b-2510,unknown,False,one or more tagged models are not confirmed open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.536
repo_bugfix_system_verified,swe_verified,20251110_frogmini-14b,FrogMini-14B-2510 [20251110_frogmini-14b],frogmini,FrogMini-14B-2510,frogmini-14b-2510,unknown,False,one or more tagged models are not confirmed open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.45
repo_bugfix_system_verified,swe_verified,20250731_harness_ai,Harness AI [20250731_harness_ai],harness,claude-sonnet-4-20250514,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.748
repo_bugfix_system_verified,swe_verified,20250915_JoyCode,JoyCode + Claude 4 Sonnet + GPT-4.1 [20250915_JoyCode],joycode,claude-4-sonnet; gpt-4.1,anthropic/claude-sonnet-4+openai/gpt-4.1,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.746
repo_bugfix_system_verified,swe_verified,20250110_learn_by_interact_claude3.5,Learn-by-interact [20250110_learn_by_interact_claude3.5],learn,claude-3-5-sonnet-20241022,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.602
repo_bugfix_system_verified,swe_verified,20251014_Lingxi_kimi_k2,Lingxi v1.5 x Kimi K2 [20251014_Lingxi_kimi_k2],lingxi,kimi-k2-0905-preview,moonshot/kimi-k2,oss,True,all tagged models are OSS/open-weights,Kimi K2,none,base=Kimi K2; teacher=none; Moonshot Kimi K2 open-weights MoE,500,0.712
repo_bugfix_system_verified,swe_verified,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,Lingxi-v1.5_claude-4-sonnet-20250514 [20250720_Lingxi-v1.5_claude-4-sonnet-20250514],lingxi,claude-4-sonnet-20250514,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.746
repo_bugfix_system_verified,swe_verified,20250627_agentless_MCTS-Refine-7B,MCTS-Refine-7B [20250627_agentless_MCTS-Refine-7B],agentless,MCTS-Refine-7B,mcts-refine-7b,oss,True,all tagged models are OSS/open-weights,MCTS-Refine-7B,uncertain,base=MCTS-Refine-7B; teacher=uncertain; open SWE fine-tune; exact ancestry uncertain,500,0.232
repo_bugfix_system_verified,swe_verified,20250611_moatless_claude-4-sonnet-20250514,Moatless Tools + Claude 4 Sonnet [20250611_moatless_claude-4-sonnet-20250514],tools,claude-4-sonnet-20250514,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.708
repo_bugfix_system_verified,swe_verified,20250410_cortexa,Nemotron-CORTEXA [20250410_cortexa],nemotron,NV-EmbedCode; claude-3-5-sonnet-20241022; deepseek-v3; o3-mini; gpt-4o-2024-05-13; gpt-4-turbo-2024-04-09; Qwen/Qwen2.5-72B-Instruct; meta-llama/Llama-3.1-405B-Instruct; meta-llama/Llama-3.3-70B-Instruct,anthropic/claude-sonnet-4+deepseek/deepseek-v3+gpt-4-turbo-2024-04-09+gpt-4o-2024-05-13+meta-llama-llama-3-1-405b-instruct+meta-llama-llama-3-3-70b-instruct+nv-embedcode+o3-mini+qwen-qwen2-5-72b-instruct,closed,False,at least one tagged model is closed/API-only,DeepSeek-V3+Qwen2.5-Coder,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=DeepSeek-V3; teacher=none; DeepSeek-V3 open-weights family | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=Qwen2.5-Coder; teacher=none; Qwen2.5-Coder open-weights family | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.582
repo_bugfix_system_verified,swe_verified,20250516_cortexa_o3,Nemotron-CORTEXA [20250516_cortexa_o3],nemotron,NV-EmbedCode; o3; o3-mini; o1; gpt-4.1; gpt-4o-2024-05-13; gpt-4-turbo-2024-04-09; claude-3-7-sonnet-20250219; deepseek-v3; Qwen/Qwen2.5-72B-Instruct; meta-llama/Llama-3.1-405B-Instruct; meta-llama/Llama-3.3-70B-Instruct,anthropic/claude-3.7-sonnet+deepseek/deepseek-v3+gpt-4-turbo-2024-04-09+gpt-4o-2024-05-13+meta-llama-llama-3-1-405b-instruct+meta-llama-llama-3-3-70b-instruct+nv-embedcode+o1+o3+o3-mini+openai/gpt-4.1+qwen-qwen2-5-72b-instruct,closed,False,at least one tagged model is closed/API-only,DeepSeek-V3+Qwen2.5-Coder,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=DeepSeek-V3; teacher=none; DeepSeek-V3 open-weights family | base=Qwen2.5-Coder; teacher=none; Qwen2.5-Coder open-weights family | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.682
repo_bugfix_system_verified,swe_verified,20250203_openhands_4x_scaled,OpenHands + 4x Scaled (2024-02-03) [20250203_openhands_4x_scaled],openhands,,system/openhands,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,500,0.608
repo_bugfix_system_verified,swe_verified,20250524_openhands_claude_4_sonnet,OpenHands + Claude 4 Sonnet [20250524_openhands_claude_4_sonnet],openhands,claude-4-sonnet-20250514,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.704
repo_bugfix_system_verified,swe_verified,20250520_openhands_devstral_small,OpenHands + DevStral Small 2505 [20250520_openhands_devstral_small],openhands,mistralai/Devstral-Small-2505,mistralai-devstral-small-2505,oss,True,all tagged models are OSS/open-weights,Devstral/Mistral,none,base=Devstral/Mistral; teacher=none; Mistral/Devstral open-weights family,500,0.468
repo_bugfix_system_verified,swe_verified,20250807_openhands_gpt5,OpenHands + GPT-5 [20250807_openhands_gpt5],openhands,openai/gpt-5-2025-08-07,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.718
repo_bugfix_system_verified,swe_verified,20250716_openhands_kimi_k2,OpenHands + Kimi K2 [20250716_openhands_kimi_k2],openhands,moonshot/kimi-k2-0711-preview,moonshot/kimi-k2,oss,True,all tagged models are OSS/open-weights,Kimi K2,none,base=Kimi K2; teacher=none; Moonshot Kimi K2 open-weights MoE,500,0.654
repo_bugfix_system_verified,swe_verified,20250415_openhands,OpenHands [20250415_openhands],openhands,,system/openhands,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,500,0.658
repo_bugfix_system_verified,swe_verified,20250528_patchpilot_Co-PatcheR,PatchPilot + Co-PatcheR [20250528_patchpilot_Co-PatcheR],patchpilot,,system/patchpilot,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,500,0.46
repo_bugfix_system_verified,swe_verified,20250503_patchpilot-v1.1-o4-mini,PatchPilot-v1.1 [20250503_patchpilot-v1.1-o4-mini],patchpilot,o4-mini,openai/o4-mini,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.646
repo_bugfix_system_verified,swe_verified,20250715_qodo_command,Qodo Command [20250715_qodo_command],qodo,claude-sonnet-4-20250514; gpt-4o,anthropic/claude-sonnet-4+gpt-4o,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.712
repo_bugfix_system_verified,swe_verified,20250603_Refact_Agent_claude-4-sonnet,Refact.ai Agent + Claude 4 Sonnet + o4-mini [20250603_Refact_Agent_claude-4-sonnet],refact,claude-4-sonnet; o4-mini,anthropic/claude-sonnet-4+openai/o4-mini,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.744
repo_bugfix_system_verified,swe_verified,20250515_Refact_Agent,Refact.ai Agent [20250515_Refact_Agent],refact,claude-3-7-sonnet-20250219; o3; o4-mini,anthropic/claude-3.7-sonnet+o3+openai/o4-mini,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.704
repo_bugfix_system_verified,swe_verified,20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,SWE-Fixer (Qwen2.5-7b retriever + Qwen2.5-72b editor) [20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor],swe,Qwen 2.5,qwen-2-5,oss,True,all tagged models are OSS/open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.328
repo_bugfix_system_verified,swe_verified,20250226_swerl_llama3_70b,SWE-RL (Llama3-SWE-RL-70B + Agentless Mini) (20250226) [20250226_swerl_llama3_70b],agentless,Llama3-SWE-RL-70B,llama3-swe-rl-70b,oss,True,all tagged models are OSS/open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.412
repo_bugfix_system_verified,swe_verified,20250405_swe-rizzo_claude37,SWE-Rizzo [20250405_swe-rizzo_claude37],swe,,system/swe,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,500,0.566
repo_bugfix_system_verified,swe_verified,20250225_sweagent_claude-3-7-sonnet,SWE-agent + Claude 3.7 Sonnet w/ Review Heavy [20250225_sweagent_claude-3-7-sonnet],swe-agent,claude-3-7-sonnet-20250219,anthropic/claude-3.7-sonnet,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.624
repo_bugfix_system_verified,swe_verified,20250522_sweagent_claude-4-sonnet-20250514,SWE-agent + Claude 4 Sonnet [20250522_sweagent_claude-4-sonnet-20250514],swe-agent,claude-4-sonnet-20250514,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.666
repo_bugfix_system_verified,swe_verified,20250725_sweagent_devstral_small_2507,SWE-agent + DevStral Small 2507 [20250725_sweagent_devstral_small_2507],swe-agent,devstral-small-2507,devstral-small-2507,oss,True,all tagged models are OSS/open-weights,Devstral/Mistral,none,base=Devstral/Mistral; teacher=none; Mistral/Devstral open-weights family,500,0.38
repo_bugfix_system_verified,swe_verified,20250511_sweagent_lm_32b,SWE-agent + SWE-agent-LM-32B [20250511_sweagent_lm_32b],swe-agent,Qwen 2.5,qwen-2-5,oss,True,all tagged models are OSS/open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.402
repo_bugfix_system_verified,swe_verified,20251103_SalesforceAIResearch_SAGE_OpenHands,Salesforce AI Research SAGE (OpenHands) [20251103_SalesforceAIResearch_SAGE_OpenHands],openhands,claude-sonnet-4.5; gpt-5,anthropic/claude-sonnet-4+openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.738
repo_bugfix_system_verified,swe_verified,20251021_SalesforceAIResearch_SAGE_bash_only,Salesforce AI Research SAGE (bash-only) [20251021_SalesforceAIResearch_SAGE_bash_only],salesforce-sage,claude-sonnet-4.5; gpt-5,anthropic/claude-sonnet-4+openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.73
repo_bugfix_system_verified,swe_verified,20250616_Skywork-SWE-32B+TTS_Bo8,Skywork-SWE-32B + TTS(Bo8) [20250616_Skywork-SWE-32B+TTS_Bo8],skywork,Qwen2.5-Coder-32B-Instruct,qwen/qwen2.5-coder,oss,True,all tagged models are OSS/open-weights,Qwen2.5-Coder,none,base=Qwen2.5-Coder; teacher=none; Qwen2.5-Coder open-weights family,500,0.47
repo_bugfix_system_verified,swe_verified,20250616_Skywork-SWE-32B,Skywork-SWE-32B [20250616_Skywork-SWE-32B],skywork,Qwen2.5-Coder-32B-Instruct,qwen/qwen2.5-coder,oss,True,all tagged models are OSS/open-weights,Qwen2.5-Coder,none,base=Qwen2.5-Coder; teacher=none; Qwen2.5-Coder open-weights family,500,0.38
repo_bugfix_system_verified,swe_verified,20251205_sonar-foundation-agent_claude-opus-4-5,Sonar Foundation Agent + Claude 4.5 Opus [20251205_sonar-foundation-agent_claude-opus-4-5],sonar-foundation-agent,claude-opus-4-5,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.792
repo_bugfix_system_verified,swe_verified,20251103_sonar-foundation-agent_claude-sonnet-4-5,Sonar Foundation Agent + Claude 4.5 Sonnet [20251103_sonar-foundation-agent_claude-sonnet-4-5],sonar-foundation-agent,claude-sonnet-4-5,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.748
repo_bugfix_system_verified,swe_verified,20250612_trae,TRAE + Claude Sonnet 4 + Opus 4 + Sonnet 3.7 + Gemini 2.5 Pro [20250612_trae],trae,claude-4-sonnet-20250522; claude-4-opus-20250522; claude-3-7-sonnet-20250219; gemini-2.5-pro-preview-06-05,anthropic/claude-3.7-sonnet+anthropic/claude-opus-4+anthropic/claude-sonnet-4+google/gemini-2.5-pro,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.752
repo_bugfix_system_verified,swe_verified,20250928_trae_doubao_seed_code,TRAE + Doubao-Seed-Code [20250928_trae_doubao_seed_code],trae,Doubao-Seed-Code; Doubao-Seed-1.6,doubao-seed-1-6+doubao-seed-code,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.788
repo_bugfix_system_verified,swe_verified,20250519_trae,TRAE [20250519_trae],trae,,system/trae,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,500,0.706
repo_bugfix_system_verified,swe_verified,20250224_tools_claude-3-7-sonnet,Tools + Claude 3.7 Sonnet (2025-02-24) [20250224_tools_claude-3-7-sonnet],tools,,system/tools,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,500,0.632
repo_bugfix_system_verified,swe_verified,20250522_tools_claude-4-opus,Tools + Claude 4 Opus (2025-05-22) [20250522_tools_claude-4-opus],tools,claude-4-opus-20250514,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.732
repo_bugfix_system_verified,swe_verified,20250522_tools_claude-4-sonnet,Tools + Claude 4 Sonnet (2025-05-22) [20250522_tools_claude-4-sonnet],tools,claude-4-sonnet-20250514,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.724
repo_bugfix_system_verified,swe_verified,20250117_wandb_programmer_o1_crosscheck5,W&B Programmer O1 crosscheck5 [20250117_wandb_programmer_o1_crosscheck5],w,o1-preview,o1-preview,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.646
repo_bugfix_system_verified,swe_verified,20250623_warp,Warp [20250623_warp],warp,claude-sonnet-4-20250514; claude-3-7-sonnet-20250219; gemini-2.5-pro; gpt-4.1-2025-04-14,anthropic/claude-3.7-sonnet+anthropic/claude-sonnet-4+google/gemini-2.5-pro+openai/gpt-4.1,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.71
repo_bugfix_system_verified,swe_verified,20250901_warp,Warp [20250901_warp],warp,gpt-5; claude-sonnet-4-20250514,anthropic/claude-sonnet-4+openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.756
repo_bugfix_system_verified,swe_verified,20250430_zencoder_ai,Zencoder (2025-04-30) [20250430_zencoder_ai],zencoder,claude-3-7-sonnet-20250219; o4-mini,anthropic/claude-3.7-sonnet+openai/o4-mini,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.7
repo_bugfix_system_verified,swe_verified,20250519_devlo,devlo [20250519_devlo],devlo,claude-3-7-sonnet-20250219; o3; gemini-2.5-pro,anthropic/claude-3.7-sonnet+google/gemini-2.5-pro+o3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,500,0.702
repo_bugfix_system_verified,swe_verified,20251215_livesweagent_claude-opus-4-5,live-SWE-agent + Claude 4.5 Opus medium (20251101) [20251215_livesweagent_claude-opus-4-5],swe-agent,claude-opus-4-5-20251101,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.792
repo_bugfix_system_verified,swe_verified,20251120_livesweagent_gemini-3-pro-preview,live-SWE-agent + Gemini 3 Pro Preview (2025-11-18) [20251120_livesweagent_gemini-3-pro-preview],swe-agent,gemini-3-pro-preview,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,500,0.774
repo_bugfix_system_verified,swe_verified,20250112_ugaiforge,ugaiforge [20250112_ugaiforge],ugaiforge,,system/ugaiforge,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,500,0.416
repo_bugfix_system_test,swe_test,20250131_amazon-q-developer-agent-20241202-dev,Amazon Q Developer Agent (v20241202-dev) [20250131_amazon-q-developer-agent-20241202-dev],amazon-q,,system/amazon-q,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,2294,0.299913
repo_bugfix_system_test,swe_test,20250522_amazon-q-developer-agent-20250405-dev,Amazon Q Developer Agent (v20250405-dev) [20250522_amazon-q-developer-agent-20250405-dev],amazon-q,,system/amazon-q,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,2294,0.370968
repo_bugfix_system_test,swe_test,20250605_atlassian-rovo-dev,Atlassian Rovo Dev (2025-06-05) [20250605_atlassian-rovo-dev],atlassian,,system/atlassian,unknown,False,no explicit model tag; system excluded from OSS universe,unknown,none,base=unknown; teacher=none; missing explicit model tag,2294,0.419791
repo_bugfix_system_test,swe_test,20250227_sweagent-claude-3-7-20250219,SWE-agent 1.0 (Claude 3.7 Sonnet) [20250227_sweagent-claude-3-7-20250219],swe-agent,claude-3-7-sonnet-20250219,anthropic/claude-3.7-sonnet,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,2294,0.338274
repo_bugfix_system_test,swe_test,20251027_salesforce_SAGE,Salesforce AI Research SAGE (bash-only) [20251027_salesforce_SAGE],salesforce-sage,claude-sonnet-4.5; gpt-5,anthropic/claude-sonnet-4+openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain | base=unknown; teacher=none; lineage uncertain,2294,0.442459
repo_bugfix_system_test,swe_test,20251219_sonar-foundation-agent_claude-opus-4-5,Sonar Foundation Agent + Claude 4.5 Opus [20251219_sonar-foundation-agent_claude-opus-4-5],sonar-foundation-agent,claude-opus-4-5,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,2294,0.526155
terminal_agentic,terminalbench,Factory Droid :: claude-opus-4-5-20251101@anthropic,Factory Droid :: claude-opus-4-5-20251101@anthropic,Factory Droid,claude-opus-4-5-20251101@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.631461
terminal_agentic,terminalbench,Factory Droid :: claude-opus-4-6@anthropic,Factory Droid :: claude-opus-4-6@anthropic,Factory Droid,claude-opus-4-6@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.698876
terminal_agentic,terminalbench,Factory Droid :: gemini-3-pro-preview@google,Factory Droid :: gemini-3-pro-preview@google,Factory Droid,gemini-3-pro-preview@google,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.611236
terminal_agentic,terminalbench,Factory Droid :: gpt-5.2@openai,Factory Droid :: gpt-5.2@openai,Factory Droid,gpt-5.2@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.649438
terminal_agentic,terminalbench,Factory Droid :: gpt-5.3-codex@openai,Factory Droid :: gpt-5.3-codex@openai,Factory Droid,gpt-5.3-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.773034
terminal_agentic,terminalbench,Junie :: gemini-3-flash-preview@gemini,Junie :: gemini-3-flash-preview@gemini,Junie,gemini-3-flash-preview@gemini,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.642697
terminal_agentic,terminalbench,TerminalBenchAgent :: claude-sonnet-4-5@anthropic,TerminalBenchAgent :: claude-sonnet-4-5@anthropic,TerminalBenchAgent,claude-sonnet-4-5@anthropic,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.465169
terminal_agentic,terminalbench,ante :: gemini-3-pro-preview@Google,ante :: gemini-3-pro-preview@Google,ante,gemini-3-pro-preview@Google,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.647191
terminal_agentic,terminalbench,aone-agent :: Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@modelscope,aone-agent :: Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@modelscope,aone-agent,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@modelscope,qwen/qwen3-coder,oss,True,all tagged models are OSS/open-weights,Qwen3-Coder,none,base=Qwen3-Coder; teacher=none; Qwen3-Coder open-weights family,89,0.27191
terminal_agentic,terminalbench,claude-code :: GLM-4.7@z-ai,claude-code :: GLM-4.7@z-ai,claude-code,GLM-4.7@z-ai,zai/glm-4.7,oss,True,all tagged models are OSS/open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.332584
terminal_agentic,terminalbench,claude-code :: claude-haiku-4-5-20251001@anthropic,claude-code :: claude-haiku-4-5-20251001@anthropic,claude-code,claude-haiku-4-5-20251001@anthropic,anthropic/claude-haiku-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.275281
terminal_agentic,terminalbench,claude-code :: claude-opus-4-1-20250805@anthropic,claude-code :: claude-opus-4-1-20250805@anthropic,claude-code,claude-opus-4-1-20250805@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.348315
terminal_agentic,terminalbench,claude-code :: claude-opus-4-5-20251101@anthropic,claude-code :: claude-opus-4-5-20251101@anthropic,claude-code,claude-opus-4-5-20251101@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.521348
